,Sentence,Usage,Idiom,BetweenPOS,NumOfWordsBetween,PrePOS,prePOS2,postPOS,postPOS2,CountOfSameNounInContext,SentenceLength,SentimentsAVG
908,united be unchanged player coach greg down have serve he suspension but have name himself as sub a man to watch be young gareth davies he have be have trial with liverpool and may have a future at anfield,I,have_future,['AT0'],1,VM0,CJC,PRP,NP0,1,39,0.31677777777777777
909,tony dean believe dairy farmer have nothing to fear from badger but if that view be not share by the ministry of agriculture and widespread tb testing begin again he fear the badger may have a bleak future,I,have_future,"['AT0', 'AJ0']",2,VM0,NN1,,,1,38,0.16172000000000003
910,certainly dowty electric be a profitable company and i believe we member have a reasonably secure future,I,have_future,"['AT0', 'AV0', 'AJ0']",3,NN2,DPS,,,1,17,0.21160000000000007
911,one of the tory mp who support he for the leadership of the party in 1990 tell i that michael heseltine no longer have a political future,I,have_future,"['AT0', 'AJ0']",2,AV0,AV0,,,1,27,0.4366875
912,i would not have a future,I,have_future,['AT0'],1,XX0,VM0,,,1,6,-0.11349999999999999
913,mr benton say read 's do seem to have a bright future as long as they could overcome short term cash difficulty,I,have_future,"['AT0', 'AJ0']",2,TO0,VVI,CJS,AJ0,1,22,0.2986153846153846
914,manager ray hankin say mark be not even interested in go to motherwell he know he have a good future here,I,have_future,"['AT0', 'AJ0']",2,PNP,VVZ,AV0,,1,21,0.35175
915,it show we have a good future say the manager but the gap at the bottom be nearly insurmountable,I,have_future,"['AT0', 'AJ0']",2,PNP,VVZ,VVD,AT0,1,19,0.40233333333333327
916,we really feel that it now have a future,I,have_future,['AT0'],1,AV0,PNP,,,1,9,0.3185
917,buckley be unrepentant argue that what remain of the scottish coal industry now have a more secure future,I,have_future,"['AT0', 'AV0', 'AJ0']",3,AV0,NN1,,,1,18,-0.038727272727272714
918,interview in edinburgh after a class 91 electric locomotive have be name the scotsman by the paper 's editor magnus linklater mr green stress he belief that the glasgow-london euston route have a good future,I,have_future,"['AT0', 'AJ0']",2,NN1,NP0,,,1,35,0.24984210526315798
919,the 10 pit exclude from the inquiry though technically under independent review have no future,I,have_future,['AT0'],1,NN1,AJ0,,,1,15,0.3615555555555556
920,a survey would establish once and for all whether the coal they be take out be pay it way and whether the pit have a future,I,have_future,['AT0'],1,NN1,AT0,,,1,26,-0.003857142857142853
921,on the list of officer casualty appear the name of a young company commander who Pأ©tain recall have be particularly eager to join he regiment and have seem to have quite a promising future,I,have_future,"['AV0', 'AT0', 'AJ0']",3,TO0,VVN,,,1,34,0.5372272727272728
922,well he be and he could have have a secure future,I,have_future,"['AT0', 'AJ0']",2,VHI,VM0,,,1,11,0.2624000000000001
923,in spite of the distance from home this little bit of oxford appear to have a bright future in the u s a in spite of the competition from 35 other company and there be plan for special video to be make so that the employee in clearwater can learn something of what life be like for they counterpart in abingdon,I,have_future,"['AT0', 'AJ0']",2,TO0,VVZ,PRP,AT0,1,61,0.4005
924,so too do those people in town who have the misfortune to live near the wrong warehouse,I,have_misfortune,['AT0'],1,PNQ,NN2,TO0,VVI,1,17,0.37357142857142867
925,shakespeare one realize have the supreme misfortune not to be an inkling,I,have_misfortune,"['AT0', 'AJ0']",2,VVZ,PNI,XX0,TO0,1,12,0.13871428571428573
926,i have experience they remember with a shudder a crappy little agency in clapham where there have lurk a loud gritty third-rate scottish horror she have have the misfortune to run across in she algox day,I,have_misfortune,['AT0'],1,VHD,PNP,TO0,VVI,1,36,0.0787391304347826
927,or perhaps he have hear rumour of i goings-on and have come personally to find out what kirkup be up to now the traditional bc phrase wherever they have the misfortune to discover i presence,I,have_misfortune,['AT0'],1,PNP,AVQ,TO0,VVI,1,35,0.4316
928,recently you may have have the misfortune to sit through john hughes ' late slice of suburban comedy uncle buck,I,have_misfortune,['AT0'],1,VHI,VM0,TO0,VVI,1,20,0.24657142857142858
929,inanna be the most beautiful friendly and uncooperative horse that one could ever have the misfortune to own because from she look she promise so much but from she heart she give so little,I,have_misfortune,['AT0'],1,AV0,VM0,TO0,VVI,1,34,0.15711764705882358
930,now she be on she way to see a second cousin who have the double misfortune of be a cripple and be marry to a horrible man,I,have_misfortune,"['AT0', 'AJ0']",2,PNQ,NN1,PRF,VBG,1,27,0.28326666666666667
931,have have the misfortune to have good rail link a large aerodrome and to be within easy reach aachen be a regular target for allied bombing raid so that much of it be recent,I,have_misfortune,['AT0'],1,VHG,,TO0,VHI,1,34,0.33722727272727276
932,and should it have the misfortune not to please these stupid frenchman all would be over i should never get another commission to compose the devil himself must certainly have invent the language of these people and i fully realize the difficulty with which all composer have have to contend,I,have_misfortune,['AT0'],1,PNP,VM0,XX0,TO0,1,50,0.29865625
933,most of we know someone who have the misfortune to suffer a bad car crash or a heart attack or a breakdown,I,have_misfortune,['AT0'],1,PNQ,PNI,TO0,VVI,1,22,0.10215384615384614
934,12 most dog owner have have the misfortune to see it in they own pet in a dog fight,I,have_misfortune,['AT0'],1,VHB,NN2,TO0,VVI,1,19,0.22614285714285715
935,if you have the misfortune to be wrongly suspect of an offence the grim reality be that employment law contain fewer safeguard for the incorrectly accuse than do criminal law,I,have_misfortune,['AT0'],1,PNP,CJS,TO0,VBI,1,30,0.07695652173913045
936,label theory imply that criminal be powerless passive victim who have have the misfortune to be label criminal and have not be able to do anything about it,I,have_misfortune,['AT0'],1,VHB,PNQ,TO0,VBI,1,28,0.1322777777777778
937,roy mccracken come to the palace from belfast distillery in the summer of 1920 and until he have the misfortune to break a leg in december he be we first-choice right-half in we promotion-seeking team of 1920â€“21,I,have_misfortune,['AT0'],1,PNP,CJS,TO0,VVI,1,37,0.4743333333333333
938,he have the misfortune to be a great goalkeeper in an age of great goalkeeper gordon banks peter shilton and ray clemence to name but three,I,have_misfortune,['AT0'],1,PNP,,TO0,VBI,1,26,0.5051666666666667
939,the commentator talk about a surprise win and there be hint that if ade have not have the misfortune that he do the result might have be different,I,have_misfortune,['AT0'],1,XX0,VHD,CJT,PNP,1,28,0.4363333333333334
940,like most happy-go-lucky people she have a good many minor misfortune which amuse she as much as everyone else,I,have_misfortune,"['AT0', 'AJ0', 'DT0', 'AJ0']",4,PNP,NN0,DTQ,VVD,1,19,0.15790909090909092
941,the room have ancient crusty moulding and an iron-handled bell-pull for call servant from the basement now inhabit by thin lizzy 's road manager a man who have the misfortune so eva inform i to have hair grow out of he shoulder,I,have_misfortune,['AT0'],1,PNQ,NN1,CJS,NP0,1,42,0.15832000000000002
942,folklorist attribute various behaviour to black dog most usually those who have the misfortune of see one will die in the coming year,I,have_misfortune,['AT0'],1,PNQ,DT0,PRF,VVG,1,23,0.10600000000000001
943,if you have the misfortune to find yourself airborne with a failed comm set and you aircraft be fit with a serviceable transponder which code should you select on the transponder,I,have_misfortune,['AT0'],1,PNP,CJS,TO0,VVI,1,31,0.33416666666666667
944,let we imagine that i have the misfortune to be bear or to have settle in portugal be an enlightened philosopher i dislike the institution there should i try to change they by political subversion,I,have_misfortune,['AT0'],1,PNP,CJT,TO0,VBI,1,35,0.30619047619047624
945,an ancient aphorism energy follow thought be most applicable to the understanding of the problem as well as the nature of those who have have the misfortune to suffer it terrible consequence,I,have_misfortune,['AT0'],1,VHB,PNQ,TO0,VVI,1,32,0.281
946,secondly we have the early misfortune of book emma for ski lesson with a french ski school whose woman teacher be an ogress,I,have_misfortune,"['AT0', 'AJ0']",2,PNP,AV0,PRF,VVG-NN1,1,23,0.1549333333333333
947,pacheco come close with a dipping shot that beat the heroic schmeichel but clear the angle then costa have similar misfortune,I,have_misfortune,['AJ0'],1,NP0,AV0,,,1,21,0.4615833333333333
948,lewis wonder what visitor from rome or amsterdam or the canaries be go to have the misfortune to stay with she,I,have_misfortune,['AT0'],1,TO0,VVG,TO0,VVI,1,21,0.5502727272727272
949,that on it own be no problem but i also have the misfortune to fall foul of one of the school bully,I,have_misfortune,['AT0'],1,AV0,PNP,TO0,VVI,1,22,0.11992857142857141
950,other who have have the misfortune to witness the headless apparition wish to remain anonymous,I,have_misfortune,['AT0'],1,VHB,PNQ,TO0,VVI,1,15,0.1950833333333333
951,old-fashioned or external sanitary towel as anyone who have have the misfortune to make use of they will know be dreadfully uncomfortable they will not stay in place they leak and they chafe,I,have_misfortune,['AT0'],1,VHZ,PNQ,TO0,VVI,1,33,-0.03484999999999999
952,he old friend the abbot of st peter 's abbey in salzburg note that leopold have be a man of much wit and wisdom whose talent go far beyond those of music alone yet he have have the misfortune always to be persecute and be consequently hold in less esteem in salzburg than elsewhere in europe,I,have_misfortune,['AT0'],1,VHD,PNP,AV0,TO0,1,56,0.31805882352941184
953,the galley slave have the misfortune of hail from kew in surrey,I,have_misfortune,['AT0'],1,NN2,NN1,PRF,VVG,1,12,0.34775
954,biggle we name he that because of he flying or should i say crashing antic have the misfortune to be one of barny 's baby,I,have_misfortune,['AT0'],1,NN2,AJ0-VVG,TO0,VBI,1,25,0.5005000000000001
955,prop paul szabo who have do so well against new zealand in lille when jackart be injure be on hand for the opening match with alberta along with flanker bruce breen who have the misfortune to break a bone in he wrist,I,have_misfortune,['AT0'],1,PNQ,NP0,TO0,VVI,1,42,0.17131818181818184
956,and he have get lots of famous mate that want to play on he record and he pick up a grammy and release record on scrupulous label instead of the 30 or more indie horsefixer he have have the misfortune to deal with over the year,I,have_misfortune,['AT0'],1,VHZ,PNP,TO0,VVI,1,46,0.49153846153846154
957,i say nominally because i also have the misfortune to know it captain,I,have_misfortune,['AT0'],1,AV0,PNP,TO0,VVI,1,13,0.193875
958,underline the endless uncertainty that surround any industrial or commercial company that have the misfortune to be control by the state france 's chronic loss-maker compagnie des machine bull sa have be give two month to come up with a viable strategy french industry minister gerard longuet say after a news conference where he outline he policy after six week in office,I,have_misfortune,['AT0'],1,CJT,NN1,TO0,VBI,1,62,0.23102702702702702
959,ms guinier a law professor at the university of pennsylvania and an old friend of the clintons have the misfortune to follow to washington roberta achtenberg,I,have_misfortune,['AT0'],1,NP0,AT0,TO0,VVI,1,26,0.5593125
960,hartland make 22 and 45 in this match but have the misfortune to bag a pair in the second test at auckland,I,have_misfortune,['AT0'],1,CJC,NN1,TO0,VVI,1,22,0.351
961,i would hasten to say that i have never yet have the misfortune to operate anywhere which possess all these undesirable feature but every one of we have see some of they or combination of they in different circumstance and everyone know from they own personal experience how demotivating these characteristic be,I,have_misfortune,['AT0'],1,AV0,AV0,TO0,VVI,1,52,0.3125666666666667
962,the leg be flail wildly tiny stretch of insect flesh no thick than a hair to i naked eye but obviously large than life to this poor wretched creature who have the misfortune to interrupt i writing of the bbc wildlife nature essay 1991 to or not to be,I,have_misfortune,['AT0'],1,PNQ,NN1,TO0,VVI,1,49,0.18075757575757576
963,i have the misfortune of share a tent with a compulsive masturbator call ollie an unfortunate-looking fellow with rocking-horse nostril and a pale green complexion who claim to have reach orgasm eight time in a single afternoon,I,have_misfortune,['AT0'],1,PNP,,PRF,VVG,1,37,0.1920833333333333
964,he seem to think it evidence of a malignant fate that he have have the misfortune to link himself to a succession of mad woman,I,have_misfortune,['AT0'],1,VHD,PNP,TO0,VVI,1,25,0.38543750000000004
965,these rodent have the double misfortune of be regard as edible both the hopi and navajo indian have recipe for baked prairie dog and as agricultural pest subject to a hunting and poison programme for at least the past 150 year,I,have_misfortune,"['AT0', 'AJ0']",2,NN2,DT0,PRF,VBG,1,41,0.2122
966,i work directly under the manager signor cavatorta who be very able and extremely diplomatic with he customer and i learn how indifferent and merciless all bank be towards any customer who have the misfortune to be in debt that be more or less all,I,have_misfortune,['AT0'],1,PNQ,NN1,TO0,VBI,1,45,0.09800000000000006
